title,link,location,original_price,price,end_date
Personalized Wall Cork Board,https://www.livingsocial.com/deals/1637142-personalized-wall-cork-board,, 30,14,
Personalized Metal Trivet Frame,https://www.livingsocial.com/deals/1637132-personalized-metal-trivet-frame,, 35,22,
1 Geek & Gamer Mystery Box,https://www.livingsocial.com/deals/1637130-1-geek-gamer-mystery-box,, 75,23,
Happy Hands & Hair,https://www.livingsocial.com/deals/1636916-long-last-nails-gel-manicure,"Northridge, CA", 35,19,
12-Month Custom Calendar,https://www.livingsocial.com/deals/1636806-12-month-custom-calendar,, 25,9,
Photo iPhone Cases,https://www.livingsocial.com/deals/1636718-photo-iphone-cases,, 40,6,
Online Bartending Course and Certificate,https://www.livingsocial.com/deals/1636666-online-bartending-course-and-certificate,, 100,9,
Online Drone Training Course with Certificate,https://www.livingsocial.com/deals/1636664-online-drone-training-course-with-certificate,, 199,9,
Makeup for Beginners Course,https://www.livingsocial.com/deals/1636636-makeup-for-beginners-course,, 199,19,
Personalized Lunch Tote or Can Cooler,https://www.livingsocial.com/deals/1636590-personalized-lunch-tote-or-can-cooler,, 35,19,
Personalized Wine Bottle Cutting Board,https://www.livingsocial.com/deals/1636586-personalized-wine-bottle-cutting-board,, 50,24,
Personalized Coffee Mug,https://www.livingsocial.com/deals/1636582-personalized-coffee-mug,, 30,13,
1 or 4 Personalized Beverage Holders,https://www.livingsocial.com/deals/1636578-1-or-4-personalized-beverage-holders,, 13,5,
Adventure Balloon Rides,https://www.livingsocial.com/deals/1636332-hot-air-balloon-ride,"Perris, CA", 398,199,
Primal Fitness,https://www.livingsocial.com/deals/1636318-10-or-20-class-fitness-card,"Irvine, CA", 160,59,
LA Drive Tours,https://www.livingsocial.com/deals/1635808-sports-car-tour-in-la-hollywood-or-malibu,"Los Angeles, CA", 199,99,
Jack Randall Photography,https://www.livingsocial.com/deals/1635792-head-shot-or-on-location-photography-session,Multiple Locations, 250,59,
Skin Care By Shoshana,https://www.livingsocial.com/deals/1635476-permanent-full-lips-makeup-application,"Encino, CA", 500,179,
Dead Zone 805,https://www.livingsocial.com/deals/1634820-operation-search-and-survive-zombie-game,"Ventura, CA", 160,109,
Photo Sensei Tours:,https://www.livingsocial.com/deals/1634796-2-hour-iphoneography-online-class,Los Angeles Area, 60,30,
ZENii By Inez,https://www.livingsocial.com/deals/1634520-brazilian-wax-with-bikini-area-ingrown-treatment,"West Hollywood, CA", 125,59,
Up to 4 Personalized Etched Wine Glasses,https://www.livingsocial.com/deals/1634000-up-to-4-personalized-etched-wine-glasses,, 30,11,
Super D Training & Fitness Center,https://www.livingsocial.com/deals/1633826-1-month-of-unlimited-boot-camp-classes,"Rancho Cucamonga, CA", 94,34,
Ticket to Marc Cohn Concert,https://www.livingsocial.com/events/1633694-ticket-to-marc-cohn-concert,"Pasadena, CA", 33,20,use by Apr 28
Ticket to Richie Kotzen,https://www.livingsocial.com/events/1633690-ticket-to-richie-kotzen,"Pasadena, CA", 30,19,use by Apr 22
Ticket to Richie Kotzen,https://www.livingsocial.com/events/1633686-ticket-to-richie-kotzen,"Agoura Hills, CA", 30,19,use by Apr 21
Arthur Murray Dance Studio - Redlands,https://www.livingsocial.com/deals/1633636-introductory-latin-ballroom-dance-package,"Redlands, CA", 259,49,
Simple Pleasures Salon and Spa,https://www.livingsocial.com/deals/1633198-european-facial-with-led-photo-rejuvenation,"Solvang, CA", 165,78,
Crush Photo Studios,https://www.livingsocial.com/deals/1632698-regular-or-boudoir-photography-experience,"Costa Mesa, CA", 350,55,
Healing Massage by Alexis Rae,https://www.livingsocial.com/deals/1632370-yang-full-body-massage,Multiple Locations, 140,84,
Fizzion Photobooths,https://www.livingsocial.com/deals/1632348-2-hour-photo-booth-package-or-dj-service,Los Angeles Area, 600,299,
R cutie Beauty,https://www.livingsocial.com/deals/1631402-full-set-of-mink-eyelash-extensions,"Encino, CA", 190,98,
3Quest Challenge,https://www.livingsocial.com/deals/1631024-3quest-challenge-game-for-2-or-4,"Tampa, FL", 40,19,
Permanent Makeup by Mojee,https://www.livingsocial.com/deals/1630880-200-to-spend-on-a-permanent-makeup-procedure,Multiple Locations, 200,39,
Lasik Center Medical Group,https://www.livingsocial.com/deals/1630282-lasik-eye-surgery-for-both-eyes,"Irvine, CA", 4200,1999,
Trifecta Heating & Air Conditioning,https://www.livingsocial.com/deals/1629998-furnace-tune-up-and-duct-inspection,Los Angeles Area, 79,39,
Paseo Nails Salon,https://www.livingsocial.com/deals/1629076-full-set-of-individual-eyelash-extensions,"Los alamitos, CA", 150,75,
Philosophy Wellness Spa,https://www.livingsocial.com/deals/1629042-24-karat-gold-glow-facial-treatment,"Costa Mesa, CA", 195,105,
Glenn and Natasha at Mauro Hair Studio,https://www.livingsocial.com/deals/1628574-conditioning-treatment-blowout,"Beverly Hills, CA", 175,89,
A.D.I. Electrical Services,https://www.livingsocial.com/deals/1628542-outdoor-electrical-box-installation,Los Angeles Area, 300,119,
Bombay Restaurant Cuisine of India,https://www.livingsocial.com/deals/1628410-20-to-spend-on-indian-cuisine,"Ontario, CA", 20,10,
Encino Orthodontics,https://www.livingsocial.com/deals/1628058-3-000-to-spend-on-invisalign-braces,"Encino, CA", 3000,99,
Point Target Fitness,https://www.livingsocial.com/deals/1628012-1-month-of-unlimited-group-training-classes,"Brea, CA", 184,90,
Global Language Training,https://www.livingsocial.com/deals/1627932-online-teacher-or-tefl-online-courses,Los Angeles Area, 97,39,
Xtend Barre,https://www.livingsocial.com/deals/1627810-2-weeks-of-unlimited-fitness-classes,"Rancho Cucamonga, CA", 70,47,
Adrienne Skin Care,https://www.livingsocial.com/deals/1627628-facial-brazilian-wax-or-pore-cleansing,"Sherman Oaks, CA", 125,49,
Teddy Stuffers U.S.A.,https://www.livingsocial.com/deals/1627430-teddy-bear-stuffing-party-for-10-kids,Los Angeles Area, 180,150,
Studio Tumo,https://www.livingsocial.com/deals/1627272-in-home-interior-design-consultation,Los Angeles Area, 250,138,
Skincare by Alina Karyoan,https://www.livingsocial.com/deals/1627226-brazilian-wax-or-facial-with-led-light-treatment,"Glendale, CA", 50,29,
Deseret Food Store,https://www.livingsocial.com/deals/1627206-1-year-supply-of-prepared-meals,Los Angeles Area, 1499,795,
Pixster Photo Booths,https://www.livingsocial.com/deals/1626876-3-hour-photo-booth-rental-package,Los Angeles Area, 1095,595,
Joshua the Psychic,https://www.livingsocial.com/deals/1626830-astrology-and-tarot-reading,Los Angeles Area, 40,19,
MYLA Photobooth,https://www.livingsocial.com/deals/1626570-3-hour-open-air-photo-booth-rental,Los Angeles Area, 900,450,
Exuro Innovative Fitness,https://www.livingsocial.com/deals/1625954-12-circut-barre-yogatone-and-spin-classes,"Rancho Cucamonga, CA", 264,59,
Moonlight Video Productions,https://www.livingsocial.com/deals/1625282-4-videotape-to-dvd-transfers,Multiple Locations, 100,34,
The College Review,https://www.livingsocial.com/deals/1625080-6-week-sat-or-act-prep-class-in-virtual-classroom,"Solon, OH", 499,199,
Body Sculpt Wraps,https://www.livingsocial.com/deals/1624752-ultrasonic-cavitation-treatment-package,Multiple Locations, 250,88,
Magic Smile,https://www.livingsocial.com/deals/1624650-teeth-whitening-pen,Los Angeles Area, 22,14,
Psychic Spells & Enchantments,https://www.livingsocial.com/deals/1624418-psychic-reading-or-tarot-and-energy-reading,"Cuyahoga Falls, OH", 10,4,
Beverly Hills Optique,https://www.livingsocial.com/deals/1623954-100-or-200-to-spend-on-prescription-eyewear,"Beverly Hills, CA", 100,50,
Integrative Wellness Academy,https://www.livingsocial.com/deals/1623322-self-development-classes,Los Angeles Area, 30,19,
Dr. Zak Family Dentistry,https://www.livingsocial.com/deals/1622304-basic-dental-cleaning-with-exam-and-x-rays,Multiple Locations, 323,29,
Cobalt Home Services,https://www.livingsocial.com/deals/1620134-50-to-spend-on-hvac-services,Los Angeles Area, 60,20,
Project CrossFit,https://www.livingsocial.com/deals/1618868-6-week-crossfit-challenge-and-nutrition-plan,"Whittier, CA", 250,79,
Fun & Fit Gymnastics Centers,https://www.livingsocial.com/deals/1618444-2-months-of-baby-gym-program,"Santa Clarita, CA", 54,26,
Alps A/C & Heating,https://www.livingsocial.com/deals/1618350-a-c-or-furnace-tune-up-and-inspection,Los Angeles Area, 100,49,
Huntington Academy of Dance,https://www.livingsocial.com/deals/1617228-month-of-ballet-tap-jazz-or-hip-hop-classes,"Huntington Beach, CA", 82,39,
A Conscious Life Hypnotherapy,https://www.livingsocial.com/deals/1616996-90-minute-quantum-hypnotherapy-session,"Los Angeles, CA", 160,49,
Leilani Weight Loss,https://www.livingsocial.com/deals/1616914-3-ultrasonic-cavitation-sessions,"Bellflower, CA", 500,199,
Creative Photo Booths,https://www.livingsocial.com/deals/1616708-premium-open-style-photo-booth-rental,Los Angeles Area, 749,299,
OC Laser Lipo,https://www.livingsocial.com/deals/1616548-one-or-three-40-minute-dazzle-light-treatments,Multiple Locations, 949,149,
Basketball is Life,https://www.livingsocial.com/deals/1615924-week-of-unlimited-basketball-classes-for-all-ages,"Torrance, CA", 35,15,
Spearman Clubs,https://www.livingsocial.com/deals/1615490-2-month-fitness-membership,"Laguna Niguel, CA", 500,150,
OC Fit,https://www.livingsocial.com/deals/1615290-5-or-10-yoga-sessions,Multiple Locations, 60,34,
Double D Golf,https://www.livingsocial.com/deals/1614980-1-hour-private-golf-lesson,"Moorpark, CA", 100,49,
SteeleBoxer,https://www.livingsocial.com/deals/1614746-private-boxing-kickboxing-and-training-session,"Marina Del Rey, CA", 70,34,
Om Sweet Om Pilates Center,https://www.livingsocial.com/deals/1614678-3-private-and-3-group-pilates-sessions,"Upland, CA", 330,69,
Golf Code 360,https://www.livingsocial.com/deals/1612280-30-minute-private-golf-lesson,"Brea, CA", 70,34,
Salon Moselle,https://www.livingsocial.com/deals/1611468-blowout-or-haircut-with-highlights,"Temecula, CA", 155,76,
Healing for Balance,https://www.livingsocial.com/deals/1611286-cupping-acupuncture-yoga-and-thai-massage,"Buelton, CA", 50,24,
RLG Private Transportation,https://www.livingsocial.com/deals/1611214-airport-transport-to-or-from-la-airport,Los Angeles Area, 60,29,
Gabriela Cardenas at Dylan Keith Salon,https://www.livingsocial.com/deals/1610434-brazilian-wax,"Burbank, CA", 65,34,
Brianna Shehee at Lush Hair Imports and Salons,https://www.livingsocial.com/deals/1609878-brazilian-blowout-from-professional-stylist,"Lawndale, CA", 300,99,
Sunrise Studios,https://www.livingsocial.com/deals/1609696-3-video-to-dvd-transfers-or-50-toward-transfers,Los Angeles Area, 60,19,
Psychic Intuitive Bella Anne,https://www.livingsocial.com/deals/1608982-palm-tarot-card-and-psychic-reading,Multiple Locations, 110,14,
Kidz Golf Club,https://www.livingsocial.com/deals/1608546-kids-golf-lesson-package,"Aliso Viejo, CA", 50,32,
HB2Newport,https://www.livingsocial.com/deals/1608106-annual-party-bus-pass-for-3,Multiple Locations, 99,34,
Fabeaulash Spa,https://www.livingsocial.com/deals/1608040-full-set-classic-mink-eyelash-extensions,"El Monte, CA", 180,99,
Beauty By Khan,https://www.livingsocial.com/deals/1607880-henna-design-or-2-hour-henna-party-package,Los Angeles Area, 250,159,
Remarkable Smiles,https://www.livingsocial.com/deals/1607466-invisalign-clear-braces-or-standard-braces,"Mission Viejo, CA", 1000,49,
Meditation and Psychic Center,https://www.livingsocial.com/deals/1606764-palm-tarot-or-psychic-reading-or-chakras,"Los Angeles, CA", 110,49,
Mariah Brown Hairstylist,https://www.livingsocial.com/deals/1606354-haircut-conditioning-treatment-and-style,"Thousand Oaks, CA", 110,49,
Planet Beach West LA,https://www.livingsocial.com/deals/1606048-spray-tan-or-infrared-sauna-workout,"Los Angeles, CA", 49,14,
Henry Kim DMD PC Mission Viejo Implant and Cosmetic Dentistry,https://www.livingsocial.com/deals/1605678-1-500-to-spend-towards-fastbraces,"Mission Viejo, CA", 1500,39,
TennisDr,https://www.livingsocial.com/deals/1605108-private-tennis-lesson,"Marina Del Rey, CA", 75,40,
Karma,https://www.livingsocial.com/deals/1605054-body-piercing-services,"Beverly Hills, CA", 40,20,
Advanced Builders and Contractors,https://www.livingsocial.com/deals/1604874-1-000-towards-complete-kitchen-or-bath-remodeling,Los Angeles Area, 1000,100,
Sweet Cheeks,https://www.livingsocial.com/deals/1604858-brazilian-sugaring-eyebrow-shaping-or-spray-tans,"Goleta, CA", 36,17,
Empire Hookah,https://www.livingsocial.com/deals/1604324-led-glass-hookah-with-1-choice-of-flavor,"Hacienda Heights, CA", 22,13,
Young Actors Camp,https://www.livingsocial.com/deals/1603708-4-sessions-of-acting-classes,"Claremont, CA", 100,49,
PlyoCity,https://www.livingsocial.com/deals/1603630-month-of-unlimited-plyo-fitness-training,"Irvine, CA", 150,75,
Shirtino,https://www.livingsocial.com/deals/1603408-men-s-or-women-s-custom-made-shirt,Los Angeles Area, 120,59,
Balboa Fun Tours,https://www.livingsocial.com/deals/1603166-all-day-beach-cruiser-rental,"Newport, CA", 30,13,
Green Technology Systems HVAC,https://www.livingsocial.com/deals/1603028-hvac-tune-up-or-155-to-spend-on-repairs,Los Angeles Area, 115,53,
Fight2Fitness 30-Class Pass,https://www.livingsocial.com/deals/1602762-fight2fitness-30-class-pass,, 299,20,
30 Yoga and Fitness Classes,https://www.livingsocial.com/deals/1602756-30-yoga-and-fitness-classes,, 300,20,
Rodeo Surgical Art,https://www.livingsocial.com/deals/1602638-kybella-dermal-injection-for-area-below-chin,"Beverly Hills, CA", 1650,400,
Wheel Fun Rentals,https://www.livingsocial.com/deals/1602400-30-or-60-to-spend-on-bike-and-beach-rentals,"Pismo Beach, CA", 30,15,
Dalton's CrossFit,https://www.livingsocial.com/deals/1601896-weightlifting-package,"Upland, CA", 85,39,
On Location Creations,https://www.livingsocial.com/deals/1601484-90-minute-photo-session-with-250-towards-prints,"Toluca Lake, CA", 400,199,
Studio 30,https://www.livingsocial.com/deals/1601818-4-week-bikini-challenge,"Rancho Cucamonga, CA", 130,64,
Haber Acupuncture,https://www.livingsocial.com/deals/1601698-acupuncture-consultation-and-treatment,"Pasadena, CA", 130,34,
Sandbox Fitness West Hollywood,https://www.livingsocial.com/deals/1601466-5-class-pass-or-month-of-unlimited-classes,"Los Angeles, CA", 145,69,
Lucia Photography,https://www.livingsocial.com/deals/1601328-3-hour-wedding-photography-session,Los Angeles Area, 1085,524,
Barspirit,https://www.livingsocial.com/deals/1601184-100-to-spend-toward-any-bartending-service,"Pasadena, CA", 100,49,
360 Core Fitness,https://www.livingsocial.com/deals/1600990-yoga-dance-kickboxing-barre-pilates-classes,"Glendora, CA", 165,29,
Crafts On The Rocks,https://www.livingsocial.com/deals/1600972-social-cross-stitching-or-embroidery-class,Multiple Locations, 40,19,
Dreamland Dental & Orthodontics,https://www.livingsocial.com/deals/1600434-1-000-to-spend-toward-invisalign,"Bellflower, CA", 1000,24,
Titus Motion Therapy,https://www.livingsocial.com/deals/1600400-motion-therapy-consultation-exam-and-treatment,"Los Angeles, CA", 200,49,
"Khashayar Sadeghi, D.C. at MedNet Medical Services",https://www.livingsocial.com/deals/1599300-chiropractic-package,"Encino, CA", 114,34,
Elements Holistic,https://www.livingsocial.com/deals/1598754-5-kundalini-yoga-meditation-classes,"Los Angeles, CA", 100,49,
Skin Magic of Beverly Hills,https://www.livingsocial.com/deals/1598126-far-infrared-dome-session,"Beverly Hills, CA", 125,59,
Strands Design Lab,https://www.livingsocial.com/deals/1597454-facial-package,"Torrance, CA", 200,99,
Hikely,https://www.livingsocial.com/deals/1597414-guided-hiking-tour,Los Angeles Area, 89,44,
Skin Luxe Studio,https://www.livingsocial.com/deals/1597384-1-or-3-lhe-microphoto-therapy-facials,"Studio City, CA", 150,49,
Lens.com,https://www.livingsocial.com/deals/1596794-40-to-spend-at-lens-com,Los Angeles Area, 40,20,
Coat of Bronze,https://www.livingsocial.com/deals/1596734-organic-full-body-spray-tan,"San Clemente, CA", 39,24,
4 Legged Luv and Belly Rubs,https://www.livingsocial.com/deals/1596420-dog-walk,Los Angeles Area, 30,14,
Center For Holistic Dentistry,https://www.livingsocial.com/deals/1596382-dental-package,"Los Angeles, CA", 310,54,
All American Tire,https://www.livingsocial.com/deals/1596234-80-to-spend-on-tires,"Van Nuys, CA", 125,29,
The Healing Touch Studio,https://www.livingsocial.com/deals/1596186-5-or-10-yoga-classes,"Fontana, CA", 70,29,
Mitras Hair Salon and Beauty Supply,https://www.livingsocial.com/deals/1596068-salon-services-for-face-or-hair,"Encino, CA", 65,24,
Arthur Murray Dance Centers - Sherman Oaks,https://www.livingsocial.com/deals/1595852-introductory-ballroom-dance-lesson-package,"Sherman Oaks, CA", 170,39,
Johnson Family Dental,https://www.livingsocial.com/deals/1595436-invisalign-package,Multiple Locations, 550,49,
Penney.Layne.Pynk,https://www.livingsocial.com/deals/1595368-root-touch-up-package,"Burbank, CA", 130,69,
Abigail's Mystic Oasis,https://www.livingsocial.com/deals/1501002-30-minute-tarot-card-reading,Los Angeles Area, 60,10,
Hip Lash and Glam Studio,https://www.livingsocial.com/deals/1274764-lash-extensions-brazilian-wax-or-facial,"San Dimas, CA", 80,40,
